# Time-averaged data for fix aveE
# TimeStep v_varbias
10740000 0.0174822
10750000 0.017561
10760000 0.0175927
10770000 0.0175575
10780000 0.0175336
10790000 0.0176167
10800000 0.0176942
10810000 0.0176426
10820000 0.0176978
10830000 0.0177694
10840000 0.0178771
10850000 0.0179093
10860000 0.0179943
10870000 0.0180446
10880000 0.0181089
10890000 0.0182033
10900000 0.0181524
10910000 0.0182179
10920000 0.0183046
10930000 0.0183024
10940000 0.0183245
10950000 0.0183536
10960000 0.0184217
10970000 0.0183598
10980000 0.0183217
10990000 0.0183669
11000000 0.0184488
11010000 0.0184608
11020000 0.0185312
11030000 0.0186173
11040000 0.0186663
11050000 0.0186971
11060000 0.0187243
11070000 0.0187857
11080000 0.0188074
11090000 0.0188278
11100000 0.0188645
11110000 0.0188353
11120000 0.0188585
11130000 0.0188961
11140000 0.0189371
11150000 0.0189943
11160000 0.018945
11170000 0.0189612
11180000 0.0191049
11190000 0.0191315
11200000 0.019151
11210000 0.0191204
11220000 0.0191916
11230000 0.019285
11240000 0.019359
11250000 0.0193117
11260000 0.0194199
11270000 0.0195503
11280000 0.0196452
11290000 0.0197245
11300000 0.0197965
11310000 0.0198924
11320000 0.0199246
11330000 0.0199498
11340000 0.0199707
11350000 0.0200292
11360000 0.0200865
11370000 0.0200897
11380000 0.0201235
11390000 0.0201624
11400000 0.0201744
11410000 0.0202418
11420000 0.0203716
11430000 0.0204934
11440000 0.0205815
11450000 0.0206048
11460000 0.0206903
11470000 0.0207278
11480000 0.0207831
11490000 0.0207947
11500000 0.0208577
11510000 0.0209017
11520000 0.0210032
11530000 0.0210576
11540000 0.0211863
11550000 0.0211597
11560000 0.021201
11570000 0.0212958
11580000 0.0213351
11590000 0.0214418
11600000 0.021549
11610000 0.0216291
11620000 0.0216955
11630000 0.0218008
11640000 0.0218617
11650000 0.0219243
11660000 0.0219789
11670000 0.0219835
11680000 0.0220547
11690000 0.0221669
11700000 0.0221623
11710000 0.0221945
11720000 0.0222748
11730000 0.0223502
11740000 0.0224333
11750000 0.0225286
11760000 0.0225678
11770000 0.0226301
11780000 0.0226954
11790000 0.0227718
11800000 0.0228829
11810000 0.022902
11820000 0.0229338
11830000 0.0229727
11840000 0.0230776
11850000 0.0231772
11860000 0.0232586
11870000 0.0233432
11880000 0.0234075
11890000 0.0234563
11900000 0.0235078
11910000 0.0236049
11920000 0.0236034
11930000 0.023674
11940000 0.0236974
11950000 0.0237336
11960000 0.0237918
11970000 0.023861
11980000 0.0239079
11990000 0.0239601
12000000 0.0240059
12010000 0.024014
12020000 0.0240568
12030000 0.0241349
12040000 0.0241996
12050000 0.0241652
12060000 0.0241831
12070000 0.0242352
12080000 0.0243189
12090000 0.0243962
12100000 0.0243852
12110000 0.0244239
12120000 0.024447
12130000 0.024445
12140000 0.0245122
12150000 0.0245621
12160000 0.0246486
12170000 0.024696
12180000 0.0247617
12190000 0.0248226
12200000 0.0248682
12210000 0.0249154
12220000 0.0249487
12230000 0.0250151
12240000 0.0251067
12250000 0.025111
12260000 0.0251386
12270000 0.0252043
12280000 0.0252357
12290000 0.0252406
12300000 0.0253025
12310000 0.0253799
12320000 0.0254388
12330000 0.0254783
12340000 0.0255352
12350000 0.0255661
12360000 0.0255898
12370000 0.025647
12380000 0.0256971
12390000 0.0257147
12400000 0.0257158
12410000 0.0258229
12420000 0.0258469
12430000 0.0258647
12440000 0.0259604
12450000 0.0259975
12460000 0.0260099
12470000 0.0259876
12480000 0.0260126
12490000 0.0260529
12500000 0.0260556
12510000 0.0260563
12520000 0.0260576
12530000 0.026066
12540000 0.0260676
12550000 0.0261106
12560000 0.0261501
12570000 0.0262159
12580000 0.0262654
12590000 0.0262821
12600000 0.0263134
12610000 0.0263693
12620000 0.0264246
12630000 0.0264565
12640000 0.0265043
12650000 0.0265117
12660000 0.0265652
12670000 0.026639
12680000 0.026637
12690000 0.0267003
12700000 0.0267846
12710000 0.0268276
12720000 0.0268466
12730000 0.0269041
12740000 0.0269511
12750000 0.0269677
12760000 0.0270198
12770000 0.0270769
12780000 0.0270767
12790000 0.0271127
12800000 0.0271396
12810000 0.0271587
12820000 0.0272272
12830000 0.0272569
12840000 0.0272782
12850000 0.0273112
12860000 0.0273383
12870000 0.0273747
12880000 0.0274248
12890000 0.0274381
12900000 0.0274658
12910000 0.0274735
12920000 0.0274453
12930000 0.0275441
12940000 0.027595
12950000 0.0276173
12960000 0.0276806
12970000 0.0278055
12980000 0.0278458
12990000 0.0279015
13000000 0.027934
13010000 0.0279867
13020000 0.0280123
13030000 0.028069
13040000 0.0281369
13050000 0.0281659
13060000 0.0282712
13070000 0.0283306
13080000 0.0284252
13090000 0.0284369
13100000 0.0284572
13110000 0.0284979
13120000 0.0285336
13130000 0.0286025
13140000 0.0286536
13150000 0.0286622
13160000 0.0286971
13170000 0.028766
13180000 0.0287963
13190000 0.0288269
13200000 0.0288667
13210000 0.0289275
13220000 0.0289546
13230000 0.0290194
13240000 0.029052
13250000 0.0290865
13260000 0.0291084
13270000 0.0291681
13280000 0.0292414
13290000 0.0292624
13300000 0.0293236
13310000 0.0293486
13320000 0.029335
13330000 0.0293898
13340000 0.0294489
13350000 0.0295059
13360000 0.0295809
13370000 0.0296071
13380000 0.0296504
13390000 0.0296313
13400000 0.0296665
13410000 0.0296723
13420000 0.0296948
13430000 0.0297622
13440000 0.0298186
